path_prefix,signal_type,signal_role,influx_path,tag_name_resolved,tag_description_resolved,level2_name,level3_name,functional_role,semantic_var,Opis (Znaczenie fizyczne),alarm_konfig_status,score_l2,score_l3
devices/e43ea21d-3c09-4a55-abad-d0ae3fa74e5a/mtp/objects/Sensor3/VALEnFirstProbe,VOut,SP,devices/e43ea21d-3c09-4a55-abad-d0ae3fa74e5a/mtp/objects/Sensor3/VALEnFirstProbe/VOut/Actual,VALEnFirstProbe,First probe alarm low,,,,,,TAK,0.0,0.0
devices/e43ea21d-3c09-4a55-abad-d0ae3fa74e5a/mtp/objects/Sensor3/VALEnSecondProbe,VFbk,PV,devices/e43ea21d-3c09-4a55-abad-d0ae3fa74e5a/mtp/objects/Sensor3/VALEnSecondProbe/VFbk/Actual,VALEnSecondProbe,Second probe alarm low,,,,,,TAK,0.0,0.0
devices/e43ea21d-3c09-4a55-abad-d0ae3fa74e5a/mtp/objects/Sensor3/VALEnSecondProbe,VMan,Manual,devices/e43ea21d-3c09-4a55-abad-d0ae3fa74e5a/mtp/objects/Sensor3/VALEnSecondProbe/VMan/Actual,VALEnSecondProbe,Second probe alarm low,,,,,,TAK,0.0,0.0
devices/e43ea21d-3c09-4a55-abad-d0ae3fa74e5a/mtp/objects/Sensor3/VALEnSecondProbe,VOut,SP,devices/e43ea21d-3c09-4a55-abad-d0ae3fa74e5a/mtp/objects/Sensor3/VALEnSecondProbe/VOut/Actual,VALEnSecondProbe,Second probe alarm low,,,,,,TAK,0.0,0.0
devices/e43ea21d-3c09-4a55-abad-d0ae3fa74e5a/mtp/objects/Sensor3/VALEnThirdProbe,VFbk,PV,devices/e43ea21d-3c09-4a55-abad-d0ae3fa74e5a/mtp/objects/Sensor3/VALEnThirdProbe/VFbk/Actual,VALEnThirdProbe,Third probe alarm low,,,,,,TAK,0.0,0.0
devices/e43ea21d-3c09-4a55-abad-d0ae3fa74e5a/mtp/objects/Sensor3/VALEnThirdProbe,VMan,Manual,devices/e43ea21d-3c09-4a55-abad-d0ae3fa74e5a/mtp/objects/Sensor3/VALEnThirdProbe/VMan/Actual,VALEnThirdProbe,Third probe alarm low,,,,,,TAK,0.0,0.0
devices/e43ea21d-3c09-4a55-abad-d0ae3fa74e5a/mtp/objects/Sensor3/VALEnThirdProbe,VOut,SP,devices/e43ea21d-3c09-4a55-abad-d0ae3fa74e5a/mtp/objects/Sensor3/VALEnThirdProbe/VOut/Actual,VALEnThirdProbe,Third probe alarm low,,,,,,TAK,0.0,0.0
devices/e43ea21d-3c09-4a55-abad-d0ae3fa74e5a/mtp/objects/Sensor3/measurementFirstProbe,V,Value,devices/e43ea21d-3c09-4a55-abad-d0ae3fa74e5a/mtp/objects/Sensor3/measurementFirstProbe/V/Actual,measurementFirstProbe,Probe - TCD,Output/TransportCiepla_01/i_To,heatmodel/out_heatmodel_tj_1001,,temperature_jacket,Temperatura p?aszcza (Jacket).,NIE,1.0,1.0
devices/e43ea21d-3c09-4a55-abad-d0ae3fa74e5a/mtp/objects/Sensor3/measurementSecondProbe,V,Value,devices/e43ea21d-3c09-4a55-abad-d0ae3fa74e5a/mtp/objects/Sensor3/measurementSecondProbe/V/Actual,measurementSecondProbe,Probe - Not supported,,,,,,NIE,0.0,0.0
devices/e43ea21d-3c09-4a55-abad-d0ae3fa74e5a/mtp/objects/Sensor3/measurementThirdProbe,V,Value,devices/e43ea21d-3c09-4a55-abad-d0ae3fa74e5a/mtp/objects/Sensor3/measurementThirdProbe/V/Actual,measurementThirdProbe,Probe - T,,,,,,NIE,0.0,0.0
devices/e43ea21d-3c09-4a55-abad-d0ae3fa74e5a/mtp/objects/Sensor3/moduleIdentificationTrigger,VFbk,PV,devices/e43ea21d-3c09-4a55-abad-d0ae3fa74e5a/mtp/objects/Sensor3/moduleIdentificationTrigger/VFbk/Actual,moduleIdentificationTrigger,Module Identification Trigger,,,,,,TAK,0.0,0.0
devices/e43ea21d-3c09-4a55-abad-d0ae3fa74e5a/mtp/objects/Sensor3/moduleIdentificationTrigger,VMan,Manual,devices/e43ea21d-3c09-4a55-abad-d0ae3fa74e5a/mtp/objects/Sensor3/moduleIdentificationTrigger/VMan/Actual,moduleIdentificationTrigger,Module Identification Trigger,,,,,,TAK,0.0,0.0
devices/e43ea21d-3c09-4a55-abad-d0ae3fa74e5a/mtp/objects/Sensor3/moduleIdentificationTrigger,VOut,SP,devices/e43ea21d-3c09-4a55-abad-d0ae3fa74e5a/mtp/objects/Sensor3/moduleIdentificationTrigger/VOut/Actual,moduleIdentificationTrigger,Module Identification Trigger,,,,,,TAK,0.0,0.0
devices/e43ea21d-3c09-4a55-abad-d0ae3fa74e5a/mtp/objects/Sensor3/qualityIndicator,V,Value,devices/e43ea21d-3c09-4a55-abad-d0ae3fa74e5a/mtp/objects/Sensor3/qualityIndicator/V/Actual,qualityIndicator,Quality Indicator,,,,,,TAK,0.0,0.0
devices/f67a5705-092b-48a0-a6ee-e538aadf5c55/mtp/objects/Sparger1/gasTemp,V,Value,devices/f67a5705-092b-48a0-a6ee-e538aadf5c55/mtp/objects/Sparger1/gasTemp/V/Actual,gasTemp,Gas temperature,Output/Bubble_01/o_r_Bubble_01,bubblegenerator/out_bubgen_r_bubble_m,,bubble_radius,Promie? p?cherzyka gazu.,NIE,1.0,1.0
devices/f67a5705-092b-48a0-a6ee-e538aadf5c55/mtp/objects/Sparger1/interlockSwitch,VFbk,PV,devices/f67a5705-092b-48a0-a6ee-e538aadf5c55/mtp/objects/Sparger1/interlockSwitch/VFbk/Actual,interlockSwitch,Interlock switch,,,,,,TAK,0.0,0.0
devices/f67a5705-092b-48a0-a6ee-e538aadf5c55/mtp/objects/Sparger1/interlockSwitch,VMan,SP,devices/f67a5705-092b-48a0-a6ee-e538aadf5c55/mtp/objects/Sparger1/interlockSwitch/VMan/Setpoint,interlockSwitch,Interlock switch,,,,,,TAK,0.0,0.0
devices/f67a5705-092b-48a0-a6ee-e538aadf5c55/mtp/objects/Sparger1/interlockSwitch,VOut,SP,devices/f67a5705-092b-48a0-a6ee-e538aadf5c55/mtp/objects/Sparger1/interlockSwitch/VOut/Actual,interlockSwitch,Interlock switch,,,,,,TAK,0.0,0.0
devices/f67a5705-092b-48a0-a6ee-e538aadf5c55/mtp/objects/Sparger1/moduleIdentificationTrigger,VFbk,PV,devices/f67a5705-092b-48a0-a6ee-e538aadf5c55/mtp/objects/Sparger1/moduleIdentificationTrigger/VFbk/Actual,moduleIdentificationTrigger,Module Identification Trigger,,,,,,TAK,0.0,0.0
devices/f67a5705-092b-48a0-a6ee-e538aadf5c55/mtp/objects/Sparger1/moduleIdentificationTrigger,VMan,Manual,devices/f67a5705-092b-48a0-a6ee-e538aadf5c55/mtp/objects/Sparger1/moduleIdentificationTrigger/VMan/Actual,moduleIdentificationTrigger,Module Identification Trigger,,,,,,TAK,0.0,0.0
devices/f67a5705-092b-48a0-a6ee-e538aadf5c55/mtp/objects/Sparger1/moduleIdentificationTrigger,VOut,SP,devices/f67a5705-092b-48a0-a6ee-e538aadf5c55/mtp/objects/Sparger1/moduleIdentificationTrigger/VOut/Actual,moduleIdentificationTrigger,Module Identification Trigger,,,,,,TAK,0.0,0.0
devices/f67a5705-092b-48a0-a6ee-e538aadf5c55/mtp/objects/Sparger1/protectReset,VFbk,PV,devices/f67a5705-092b-48a0-a6ee-e538aadf5c55/mtp/objects/Sparger1/protectReset/VFbk/Actual,protectReset,Protect reset,,,,,,TAK,0.0,0.0
devices/f67a5705-092b-48a0-a6ee-e538aadf5c55/mtp/objects/Sparger1/protectReset,VMan,Manual,devices/f67a5705-092b-48a0-a6ee-e538aadf5c55/mtp/objects/Sparger1/protectReset/VMan/Actual,protectReset,Protect reset,,,,,,TAK,0.0,0.0
devices/f67a5705-092b-48a0-a6ee-e538aadf5c55/mtp/objects/Sparger1/protectReset,VOut,SP,devices/f67a5705-092b-48a0-a6ee-e538aadf5c55/mtp/objects/Sparger1/protectReset/VOut/Actual,protectReset,Protect reset,,,,,,TAK,0.0,0.0
devices/f67a5705-092b-48a0-a6ee-e538aadf5c55/mtp/objects/Sparger1/resetTotalizer,VFbk,PV,devices/f67a5705-092b-48a0-a6ee-e538aadf5c55/mtp/objects/Sparger1/resetTotalizer/VFbk/Actual,resetTotalizer,Reset totalizer,,,,,,TAK,0.0,0.0
devices/f67a5705-092b-48a0-a6ee-e538aadf5c55/mtp/objects/Sparger1/resetTotalizer,VMan,Manual,devices/f67a5705-092b-48a0-a6ee-e538aadf5c55/mtp/objects/Sparger1/resetTotalizer/VMan/Actual,resetTotalizer,Reset totalizer,,,,,,TAK,0.0,0.0
devices/f67a5705-092b-48a0-a6ee-e538aadf5c55/mtp/objects/Sparger1/resetTotalizer,VOut,SP,devices/f67a5705-092b-48a0-a6ee-e538aadf5c55/mtp/objects/Sparger1/resetTotalizer/VOut/Actual,resetTotalizer,Reset totalizer,,,,,,TAK,0.0,0.0
devices/f67a5705-092b-48a0-a6ee-e538aadf5c55/mtp/objects/Sparger1/safeposEnable,VFbk,PV,devices/f67a5705-092b-48a0-a6ee-e538aadf5c55/mtp/objects/Sparger1/safeposEnable/VFbk/Actual,safeposEnable,Safe position enable,,,,,,TAK,0.0,0.0
devices/f67a5705-092b-48a0-a6ee-e538aadf5c55/mtp/objects/Sparger1/safeposEnable,VMan,Manual,devices/f67a5705-092b-48a0-a6ee-e538aadf5c55/mtp/objects/Sparger1/safeposEnable/VMan/Actual,safeposEnable,Safe position enable,,,,,,TAK,0.0,0.0
devices/f67a5705-092b-48a0-a6ee-e538aadf5c55/mtp/objects/Sparger1/safeposEnable,VOut,SP,devices/f67a5705-092b-48a0-a6ee-e538aadf5c55/mtp/objects/Sparger1/safeposEnable/VOut/Actual,safeposEnable,Safe position enable,,,,,,TAK,0.0,0.0
devices/f67a5705-092b-48a0-a6ee-e538aadf5c55/mtp/objects/Sparger1/safeposSwitch,VFbk,PV,devices/f67a5705-092b-48a0-a6ee-e538aadf5c55/mtp/objects/Sparger1/safeposSwitch/VFbk/Actual,safeposSwitch,Safe position switch,,,,,,TAK,0.0,0.0
devices/f67a5705-092b-48a0-a6ee-e538aadf5c55/mtp/objects/Sparger1/safeposSwitch,VMan,Manual,devices/f67a5705-092b-48a0-a6ee-e538aadf5c55/mtp/objects/Sparger1/safeposSwitch/VMan/Actual,safeposSwitch,Safe position switch,,,,,,TAK,0.0,0.0
devices/f67a5705-092b-48a0-a6ee-e538aadf5c55/mtp/objects/Sparger1/safeposSwitch,VOut,SP,devices/f67a5705-092b-48a0-a6ee-e538aadf5c55/mtp/objects/Sparger1/safeposSwitch/VOut/Actual,safeposSwitch,Safe position switch,,,,,,TAK,0.0,0.0
devices/f67a5705-092b-48a0-a6ee-e538aadf5c55/mtp/objects/Sparger1/tare,VFbk,PV,devices/f67a5705-092b-48a0-a6ee-e538aadf5c55/mtp/objects/Sparger1/tare/VFbk/Actual,tare,Tare,,,,,,NIE,0.0,0.0
devices/f67a5705-092b-48a0-a6ee-e538aadf5c55/mtp/objects/Sparger1/tare,VMan,Manual,devices/f67a5705-092b-48a0-a6ee-e538aadf5c55/mtp/objects/Sparger1/tare/VMan/Actual,tare,Tare,,,,,,NIE,0.0,0.0
devices/f67a5705-092b-48a0-a6ee-e538aadf5c55/mtp/objects/Sparger1/tare,VOut,SP,devices/f67a5705-092b-48a0-a6ee-e538aadf5c55/mtp/objects/Sparger1/tare/VOut/Actual,tare,Tare,,,,,,NIE,0.0,0.0
devices/f67a5705-092b-48a0-a6ee-e538aadf5c55/mtp/objects/Sparger1/totalizer,V,Value,devices/f67a5705-092b-48a0-a6ee-e538aadf5c55/mtp/objects/Sparger1/totalizer/V/Actual,totalizer,Totalized flow value,,,,totalized_flow,,NIE,0.0,0.0
devices/f67a5705-092b-48a0-a6ee-e538aadf5c55/mtp/objects/Sparger1/userGasType,VFbk,PV,devices/f67a5705-092b-48a0-a6ee-e538aadf5c55/mtp/objects/Sparger1/userGasType/VFbk/Actual,userGasType,Change new gas type,,,,,,NIE,0.0,0.0
devices/f67a5705-092b-48a0-a6ee-e538aadf5c55/mtp/objects/Sparger1/userGasType,VMan,Manual,devices/f67a5705-092b-48a0-a6ee-e538aadf5c55/mtp/objects/Sparger1/userGasType/VMan/Actual,userGasType,Change new gas type,,,,,,NIE,0.0,0.0
devices/f67a5705-092b-48a0-a6ee-e538aadf5c55/mtp/objects/Sparger1/userGasType,VOut,SP,devices/f67a5705-092b-48a0-a6ee-e538aadf5c55/mtp/objects/Sparger1/userGasType/VOut/Actual,userGasType,Change new gas type,,,,,,NIE,0.0,0.0
devices/f67a5705-092b-48a0-a6ee-e538aadf5c55/mtp/objects/Sparger1/valveDrive,V,Value,devices/f67a5705-092b-48a0-a6ee-e538aadf5c55/mtp/objects/Sparger1/valveDrive/V/Actual,valveDrive,Valve opening %,,,,valve_opening,,NIE,0.0,0.0
